#     1_Threshold      2_Threshold         3_True_P         4_True_N        5_False_P        6_False_N      7_Precision         8_Recall       9_Accuracy      10_Fall_Out   11_Sensitivity     12_F_Measure 
# ===============  ===============  ===============  ===============  ===============  ===============  ===============  ===============  ===============  ===============  ===============  ===============  
             0.22             0.32              487              157              347                9         0.583933         0.981855         0.644000         0.688492         0.981855         0.732331
             0.22             0.33              487              165              339                9         0.589588         0.981855         0.652000         0.672619         0.981855         0.736762
             0.22             0.34              487              177              327                9         0.598280         0.981855         0.664000         0.648810         0.981855         0.743511
             0.22             0.35              487              182              322                9         0.601978         0.981855         0.669000         0.638889         0.981855         0.746360
             0.22             0.36              487              184              320                9         0.603470         0.981855         0.671000         0.634921         0.981855         0.747506
             0.22             0.37              487              190              314                9         0.607990         0.981855         0.677000         0.623016         0.981855         0.750964
             0.22             0.38              487              199              305                9         0.614899         0.981855         0.686000         0.605159         0.981855         0.756211
             0.22             0.39              487              210              294                9         0.623560         0.981855         0.697000         0.583333         0.981855         0.762725
             0.22             0.40              487              220              284                9         0.631647         0.981855         0.707000         0.563492         0.981855         0.768745
             0.22             0.41              487              230              274                9         0.639947         0.981855         0.717000         0.543651         0.981855         0.774861
             0.22             0.42              487              242              262                9         0.650200         0.981855         0.729000         0.519841         0.981855         0.782329
             0.22             0.43              487              251              253                9         0.658108         0.981855         0.738000         0.501984         0.981855         0.788026
             0.22             0.44              487              265              239                9         0.670799         0.981855         0.752000         0.474206         0.981855         0.797054
             0.22             0.45              487              276              228                9         0.681119         0.981855         0.763000         0.452381         0.981855         0.804294
             0.22             0.46              487              284              220                9         0.688826         0.981855         0.771000         0.436508         0.981855         0.809643
             0.22             0.47              487              296              208                9         0.700719         0.981855         0.783000         0.412698         0.981855         0.817800
             0.22             0.48              487              314              190                9         0.719350         0.981855         0.801000         0.376984         0.981855         0.830350
             0.22             0.49              487              325              179                9         0.731231         0.981855         0.812000         0.355159         0.981855         0.838210
             0.22             0.50              487              333              171                9         0.740122         0.981855         0.820000         0.339286         0.981855         0.844021
             0.22             0.51              487              340              164                9         0.748080         0.981855         0.827000         0.325397         0.981855         0.849172
             0.22             0.52              487              352              152                9         0.762128         0.981855         0.839000         0.301587         0.981855         0.858150
             0.22             0.53              487              358              146                9         0.769352         0.981855         0.845000         0.289683         0.981855         0.862710
             0.22             0.54              486              371              133               10         0.785137         0.979839         0.857000         0.263889         0.979839         0.871749
             0.22             0.55              486              381              123               10         0.798030         0.979839         0.867000         0.244048         0.979839         0.879638
             0.22             0.56              485              388              116               11         0.806988         0.977823         0.873000         0.230159         0.977823         0.884230
             0.22             0.57              485              394              110               11         0.815126         0.977823         0.879000         0.218254         0.977823         0.889093
             0.22             0.58              484              402              102               12         0.825939         0.975806         0.886000         0.202381         0.975806         0.894640
             0.22             0.59              484              409               95               12         0.835924         0.975806         0.893000         0.188492         0.975806         0.900465
             0.22             0.60              482              418               86               14         0.848592         0.971774         0.900000         0.170635         0.971774         0.906015
             0.22             0.61              480              424               80               16         0.857143         0.967742         0.904000         0.158730         0.967742         0.909091
             0.22             0.62              480              434               70               16         0.872727         0.967742         0.914000         0.138889         0.967742         0.917782
             0.22             0.63              479              441               63               17         0.883764         0.965726         0.920000         0.125000         0.965726         0.922929
             0.22             0.64              479              450               54               17         0.898687         0.965726         0.929000         0.107143         0.965726         0.931001
             0.22             0.65              476              459               45               20         0.913628         0.959677         0.935000         0.089286         0.959677         0.936087
             0.22             0.66              472              462               42               24         0.918288         0.951613         0.934000         0.083333         0.951613         0.934653
             0.22             0.67              470              468               36               26         0.928854         0.947581         0.938000         0.071429         0.947581         0.938124
             0.22             0.68              469              472               32               27         0.936128         0.945565         0.941000         0.063492         0.945565         0.940822
             0.22             0.69              463              476               28               33         0.942974         0.933468         0.939000         0.055556         0.933468         0.938197
             0.22             0.70              458              484               20               38         0.958159         0.923387         0.942000         0.039683         0.923387         0.940452
             0.22             0.71              452              487               17               44         0.963753         0.911290         0.939000         0.033730         0.911290         0.936788
             0.22             0.72              449              487               17               47         0.963519         0.905242         0.936000         0.033730         0.905242         0.933472
             0.22             0.73              444              489               15               52         0.967320         0.895161         0.933000         0.029762         0.895161         0.929843
             0.22             0.74              441              491               13               55         0.971366         0.889113         0.932000         0.025794         0.889113         0.928421
             0.22             0.75              437              492               12               59         0.973274         0.881048         0.929000         0.023810         0.881048         0.924868
             0.22             0.76              433              493               11               63         0.975225         0.872984         0.926000         0.021825         0.872984         0.921277
             0.22             0.77              428              493               11               68         0.974943         0.862903         0.921000         0.021825         0.862903         0.915508
             0.22             0.78              418              494               10               78         0.976636         0.842742         0.912000         0.019841         0.842742         0.904762
             0.22             0.79              411              495                9               85         0.978571         0.828629         0.906000         0.017857         0.828629         0.897380
             0.22             0.80              403              496                8               93         0.980535         0.812500         0.899000         0.015873         0.812500         0.888644
             0.22             0.81              397              496                8               99         0.980247         0.800403         0.893000         0.015873         0.800403         0.881243
             0.22             0.82              391              496                8              105         0.979950         0.788306         0.887000         0.015873         0.788306         0.873743
             0.22             0.83              382              497                7              114         0.982005         0.770161         0.879000         0.013889         0.770161         0.863277
             0.22             0.84              376              498                6              120         0.984293         0.758065         0.874000         0.011905         0.758065         0.856492
             0.22             0.85              369              498                6              127         0.984000         0.743952         0.867000         0.011905         0.743952         0.847302
             0.22             0.86              357              499                5              139         0.986188         0.719758         0.856000         0.009921         0.719758         0.832168
             0.22             0.87              344              499                5              152         0.985673         0.693548         0.843000         0.009921         0.693548         0.814201
             0.22             0.88              335              501                3              161         0.991124         0.675403         0.836000         0.005952         0.675403         0.803357
             0.22             0.89              319              502                2              177         0.993769         0.643145         0.821000         0.003968         0.643145         0.780906
             0.22             0.90              304              503                1              192         0.996721         0.612903         0.807000         0.001984         0.612903         0.759051
             0.22             0.91              284              504                0              212         1.000000         0.572581         0.788000         0.000000         0.572581         0.728205
             0.22             0.92              275              504                0              221         1.000000         0.554435         0.779000         0.000000         0.554435         0.713359
             0.22             0.93              253              504                0              243         1.000000         0.510081         0.757000         0.000000         0.510081         0.675567
             0.22             0.94              245              504                0              251         1.000000         0.493952         0.749000         0.000000         0.493952         0.661269
             0.22             0.95              236              504                0              260         1.000000         0.475806         0.740000         0.000000         0.475806         0.644809
             0.22             0.96              220              504                0              276         1.000000         0.443548         0.724000         0.000000         0.443548         0.614525
             0.22             0.97              200              504                0              296         1.000000         0.403226         0.704000         0.000000         0.403226         0.574713
             0.22             0.98              181              504                0              315         1.000000         0.364919         0.685000         0.000000         0.364919         0.534712
             0.22             0.99              144              504                0              352         1.000000         0.290323         0.648000         0.000000         0.290323         0.450000
             0.23             0.00              496                0              504                0         0.496000         1.000000         0.496000         1.000000         1.000000         0.663102
             0.23             0.01              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.02              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.03              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.04              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.05              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.06              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.07              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.08              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.09              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.10              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.11              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.12              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.13              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.14              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.15              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.16              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.17              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.18              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.19              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.20              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.21              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.22              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.23              487               92              412                9         0.541713         0.981855         0.579000         0.817460         0.981855         0.698208
             0.23             0.24              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.23             0.25              487              105              399                9         0.549661         0.981855         0.592000         0.791667         0.981855         0.704776
             0.23             0.26              487              110              394                9         0.552781         0.981855         0.597000         0.781746         0.981855         0.707335
             0.23             0.27              487              119              385                9         0.558486         0.981855         0.606000         0.763889         0.981855         0.711988
             0.23             0.28              487              126              378                9         0.563006         0.981855         0.613000         0.750000         0.981855         0.715650
             0.23             0.29              487              130              374                9         0.565621         0.981855         0.617000         0.742063         0.981855         0.717760
             0.23             0.30              487              141              363                9         0.572941         0.981855         0.628000         0.720238         0.981855         0.723626
             0.23             0.31              487              148              356                9         0.577699         0.981855         0.635000         0.706349         0.981855         0.727409
             0.23             0.32              487              152              352                9         0.580453         0.981855         0.639000         0.698413         0.981855         0.729588
             0.23             0.33              487              160              344                9         0.586041         0.981855         0.647000         0.682540         0.981855         0.733986
             0.23             0.34              487              171              333                9         0.593902         0.981855         0.658000         0.660714         0.981855         0.740122
             0.23             0.35              487              177              327                9         0.598280         0.981855         0.664000         0.648810         0.981855         0.743511
             0.23             0.36              487              183              321                9         0.602723         0.981855         0.670000         0.636905         0.981855         0.746933
             0.23             0.37              487              186              318                9         0.604969         0.981855         0.673000         0.630952         0.981855         0.748655
             0.23             0.38              487              196              308                9         0.612579         0.981855         0.683000         0.611111         0.981855         0.754454
             0.23             0.39              487              202              302                9         0.617237         0.981855         0.689000         0.599206         0.981855         0.757977
             0.23             0.40              487              215              289                9         0.627577         0.981855         0.702000         0.573413         0.981855         0.765723
             0.23             0.41              487              224              280                9         0.634941         0.981855         0.711000         0.555556         0.981855         0.771180
             0.23             0.42              487              233              271                9         0.642480         0.981855         0.720000         0.537698         0.981855         0.776715
             0.23             0.43              487              245              259                9         0.652815         0.981855         0.732000         0.513889         0.981855         0.784219
             0.23             0.44              487              256              248                9         0.662585         0.981855         0.743000         0.492063         0.981855         0.791227
             0.23             0.45              487              268              236                9         0.673582         0.981855         0.755000         0.468254         0.981855         0.799016
             0.23             0.46              487              277              227                9         0.682073         0.981855         0.764000         0.450397         0.981855         0.804959
             0.23             0.47              487              290              214                9         0.694722         0.981855         0.777000         0.424603         0.981855         0.813701
             0.23             0.48              487              305              199                9         0.709913         0.981855         0.792000         0.394841         0.981855         0.824027
             0.23             0.49              487              317              187                9         0.722552         0.981855         0.804000         0.371032         0.981855         0.832479
             0.23             0.50              487              326              178                9         0.732331         0.981855         0.813000         0.353175         0.981855         0.838932
             0.23             0.51              487              336              168                9         0.743511         0.981855         0.823000         0.333333         0.981855         0.846221
             0.23             0.52              487              349              155                9         0.758567         0.981855         0.836000         0.307540         0.981855         0.855888
             0.23             0.53              487              354              150                9         0.764521         0.981855         0.841000         0.297619         0.981855         0.859665
             0.23             0.54              486              365              139               10         0.777600         0.979839         0.851000         0.275794         0.979839         0.867083
             0.23             0.55              486              376              128               10         0.791531         0.979839         0.862000         0.253968         0.979839         0.875676
             0.23             0.56              485              386              118               11         0.804312         0.977823         0.871000         0.234127         0.977823         0.882621
             0.23             0.57              485              391              113               11         0.811037         0.977823         0.876000         0.224206         0.977823         0.886654
             0.23             0.58              485              398              106               11         0.820643         0.977823         0.883000         0.210317         0.977823         0.892364
             0.23             0.59              485              405               99               11         0.830479         0.977823         0.890000         0.196429         0.977823         0.898148
             0.23             0.60              482              416               88               14         0.845614         0.971774         0.898000         0.174603         0.971774         0.904315
             0.23             0.61              481              421               83               15         0.852837         0.969758         0.902000         0.164683         0.969758         0.907547
             0.23             0.62              481              428               76               15         0.863555         0.969758         0.909000         0.150794         0.969758         0.913580
             0.23             0.63              480              439               65               16         0.880734         0.967742         0.919000         0.128968         0.967742         0.922190
             0.23             0.64              480              445               59               16         0.890538         0.967742         0.925000         0.117063         0.967742         0.927536
             0.23             0.65              477              457               47               19         0.910305         0.961694         0.934000         0.093254         0.961694         0.935294
             0.23             0.66              473              459               45               23         0.913127         0.953629         0.932000         0.089286         0.953629         0.932939
             0.23             0.67              473              466               38               23         0.925636         0.953629         0.939000         0.075397         0.953629         0.939424
             0.23             0.68              471              471               33               25         0.934524         0.949597         0.942000         0.065476         0.949597         0.942000
             0.23             0.69              466              476               28               30         0.943320         0.939516         0.942000         0.055556         0.939516         0.941414
             0.23             0.70              462              483               21               34         0.956522         0.931452         0.945000         0.041667         0.931452         0.943820
             0.23             0.71              455              486               18               41         0.961945         0.917339         0.941000         0.035714         0.917339         0.939112
             0.23             0.72              451              486               18               45         0.961620         0.909274         0.937000         0.035714         0.909274         0.934715
             0.23             0.73              447              487               17               49         0.963362         0.901210         0.934000         0.033730         0.901210         0.931250
             0.23             0.74              441              489               15               55         0.967105         0.889113         0.930000         0.029762         0.889113         0.926471
             0.23             0.75              437              490               14               59         0.968958         0.881048         0.927000         0.027778         0.881048         0.922914
             0.23             0.76              433              493               11               63         0.975225         0.872984         0.926000         0.021825         0.872984         0.921277
             0.23             0.77              428              493               11               68         0.974943         0.862903         0.921000         0.021825         0.862903         0.915508
             0.23             0.78              418              494               10               78         0.976636         0.842742         0.912000         0.019841         0.842742         0.904762
             0.23             0.79              411              495                9               85         0.978571         0.828629         0.906000         0.017857         0.828629         0.897380
             0.23             0.80              403              496                8               93         0.980535         0.812500         0.899000         0.015873         0.812500         0.888644
             0.23             0.81              398              496                8               98         0.980296         0.802419         0.894000         0.015873         0.802419         0.882483
             0.23             0.82              392              496                8              104         0.980000         0.790323         0.888000         0.015873         0.790323         0.875000
             0.23             0.83              383              497                7              113         0.982051         0.772177         0.880000         0.013889         0.772177         0.864560
             0.23             0.84              378              498                6              118         0.984375         0.762097         0.876000         0.011905         0.762097         0.859091
             0.23             0.85              372              498                6              124         0.984127         0.750000         0.870000         0.011905         0.750000         0.851259
             0.23             0.86              358              499                5              138         0.986226         0.721774         0.857000         0.009921         0.721774         0.833527
             0.23             0.87              345              499                5              151         0.985714         0.695565         0.844000         0.009921         0.695565         0.815603
             0.23             0.88              336              501                3              160         0.991150         0.677419         0.837000         0.005952         0.677419         0.804790
             0.23             0.89              322              502                2              174         0.993827         0.649194         0.824000         0.003968         0.649194         0.785366
             0.23             0.90              307              503                1              189         0.996753         0.618952         0.810000         0.001984         0.618952         0.763682
             0.23             0.91              287              504                0              209         1.000000         0.578629         0.791000         0.000000         0.578629         0.733078
             0.23             0.92              277              504                0              219         1.000000         0.558468         0.781000         0.000000         0.558468         0.716688
             0.23             0.93              255              504                0              241         1.000000         0.514113         0.759000         0.000000         0.514113         0.679095
             0.23             0.94              245              504                0              251         1.000000         0.493952         0.749000         0.000000         0.493952         0.661269
             0.23             0.95              236              504                0              260         1.000000         0.475806         0.740000         0.000000         0.475806         0.644809
             0.23             0.96              220              504                0              276         1.000000         0.443548         0.724000         0.000000         0.443548         0.614525
             0.23             0.97              200              504                0              296         1.000000         0.403226         0.704000         0.000000         0.403226         0.574713
             0.23             0.98              181              504                0              315         1.000000         0.364919         0.685000         0.000000         0.364919         0.534712
             0.23             0.99              144              504                0              352         1.000000         0.290323         0.648000         0.000000         0.290323         0.450000
             0.24             0.00              496                0              504                0         0.496000         1.000000         0.496000         1.000000         1.000000         0.663102
             0.24             0.01              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.02              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.03              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.04              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.05              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.06              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.07              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.08              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.09              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.10              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.11              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.12              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.13              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.14              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.15              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.16              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.17              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.18              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.19              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.20              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.21              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.22              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.23              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.24              487               99              405                9         0.545964         0.981855         0.586000         0.803571         0.981855         0.701729
             0.24             0.25              487              105              399                9         0.549661         0.981855         0.592000         0.791667         0.981855         0.704776
             0.24             0.26              487              110              394                9         0.552781         0.981855         0.597000         0.781746         0.981855         0.707335
             0.24             0.27              487              116              388                9         0.556571         0.981855         0.603000         0.769841         0.981855         0.710430
             0.24             0.28              487              124              380                9         0.561707         0.981855         0.611000         0.753968         0.981855         0.714600
             0.24             0.29              487              129              375                9         0.564965         0.981855         0.616000         0.744048         0.981855         0.717231
             0.24             0.30              487              137              367                9         0.570258         0.981855         0.624000         0.728175         0.981855         0.721481
             0.24             0.31              487              143              361                9         0.574292         0.981855         0.630000         0.716270         0.981855         0.724702
             0.24             0.32              487              147              357                9         0.577014         0.981855         0.634000         0.708333         0.981855         0.726866
             0.24             0.33              487              155              349                9         0.582536         0.981855         0.642000         0.692460         0.981855         0.731231
             0.24             0.34              487              165              339                9         0.589588         0.981855         0.652000         0.672619         0.981855         0.736762
             0.24             0.35              487              171              333                9         0.593902         0.981855         0.658000         0.660714         0.981855         0.740122
             0.24             0.36              487              176              328                9         0.597546         0.981855         0.663000         0.650794         0.981855         0.742944
             0.24             0.37              487              182              322                9         0.601978         0.981855         0.669000         0.638889         0.981855         0.746360
             0.24             0.38              487              192              312                9         0.609512         0.981855         0.679000         0.619048         0.981855         0.752124
             0.24             0.39              487              198              306                9         0.614124         0.981855         0.685000         0.607143         0.981855         0.755625
             0.24             0.40              487              210              294                9         0.623560         0.981855         0.697000         0.583333         0.981855         0.762725
             0.24             0.41              487              216              288                9         0.628387         0.981855         0.703000         0.571429         0.981855         0.766326
             0.24             0.42              487              225              279                9         0.635770         0.981855         0.712000         0.553571         0.981855         0.771791
             0.24             0.43              487              236              268                9         0.645033         0.981855         0.723000         0.531746         0.981855         0.778577
             0.24             0.44              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.24             0.45              487              259              245                9         0.665301         0.981855         0.746000         0.486111         0.981855         0.793160
             0.24             0.46              487              268              236                9         0.673582         0.981855         0.755000         0.468254         0.981855         0.799016
             0.24             0.47              487              283              221                9         0.687853         0.981855         0.770000         0.438492         0.981855         0.808970
             0.24             0.48              487              292              212                9         0.696710         0.981855         0.779000         0.420635         0.981855         0.815063
             0.24             0.49              487              305              199                9         0.709913         0.981855         0.792000         0.394841         0.981855         0.824027
             0.24             0.50              487              313              191                9         0.718289         0.981855         0.800000         0.378968         0.981855         0.829642
             0.24             0.51              487              327              177                9         0.733434         0.981855         0.814000         0.351190         0.981855         0.839655
