#     1_Threshold      2_Threshold         3_True_P         4_True_N        5_False_P        6_False_N      7_Precision         8_Recall       9_Accuracy      10_Fall_Out   11_Sensitivity     12_F_Measure 
# ===============  ===============  ===============  ===============  ===============  ===============  ===============  ===============  ===============  ===============  ===============  ===============  
             0.61             0.06              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.07              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.08              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.09              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.10              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.11              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.12              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.13              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.14              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.15              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.16              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.17              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.18              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.19              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.20              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.21              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.22              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.23              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.24              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.25              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.26              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.27              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.28              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.29              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.30              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.31              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.32              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.33              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.34              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.35              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.36              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.37              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.38              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.39              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.40              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.41              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.42              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.43              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.44              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.45              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.46              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.47              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.48              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.49              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.50              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.51              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.52              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.53              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.54              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.55              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.56              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.57              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.58              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.59              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.60              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.61              487              238              266                9         0.646746         0.981855         0.725000         0.527778         0.981855         0.779824
             0.61             0.62              487              244              260                9         0.651941         0.981855         0.731000         0.515873         0.981855         0.783588
             0.61             0.63              487              251              253                9         0.658108         0.981855         0.738000         0.501984         0.981855         0.788026
             0.61             0.64              487              256              248                9         0.662585         0.981855         0.743000         0.492063         0.981855         0.791227
             0.61             0.65              487              261              243                9         0.667123         0.981855         0.748000         0.482143         0.981855         0.794454
             0.61             0.66              487              264              240                9         0.669876         0.981855         0.751000         0.476190         0.981855         0.796402
             0.61             0.67              487              278              226                9         0.683029         0.981855         0.765000         0.448413         0.981855         0.805624
             0.61             0.68              487              285              219                9         0.689802         0.981855         0.772000         0.434524         0.981855         0.810316
             0.61             0.69              487              293              211                9         0.697708         0.981855         0.780000         0.418651         0.981855         0.815745
             0.61             0.70              485              300              204               11         0.703919         0.977823         0.785000         0.404762         0.977823         0.818565
             0.61             0.71              485              314              190               11         0.718519         0.977823         0.799000         0.376984         0.977823         0.828352
             0.61             0.72              485              324              180               11         0.729323         0.977823         0.809000         0.357143         0.977823         0.835487
             0.61             0.73              485              328              176               11         0.733737         0.977823         0.813000         0.349206         0.977823         0.838375
             0.61             0.74              485              335              169               11         0.741590         0.977823         0.820000         0.335317         0.977823         0.843478
             0.61             0.75              483              353              151               13         0.761830         0.973790         0.836000         0.299603         0.973790         0.854867
             0.61             0.76              480              366              138               16         0.776699         0.967742         0.846000         0.273810         0.967742         0.861759
             0.61             0.77              480              381              123               16         0.796020         0.967742         0.861000         0.244048         0.967742         0.873521
             0.61             0.78              479              395              109               17         0.814626         0.965726         0.874000         0.216270         0.965726         0.883764
             0.61             0.79              477              412               92               19         0.838313         0.961694         0.889000         0.182540         0.961694         0.895775
             0.61             0.80              474              424               80               22         0.855596         0.955645         0.898000         0.158730         0.955645         0.902857
             0.61             0.81              472              434               70               24         0.870849         0.951613         0.906000         0.138889         0.951613         0.909441
             0.61             0.82              468              443               61               28         0.884688         0.943548         0.911000         0.121032         0.943548         0.913171
             0.61             0.83              465              451               53               31         0.897683         0.937500         0.916000         0.105159         0.937500         0.917160
             0.61             0.84              459              457               47               37         0.907115         0.925403         0.916000         0.093254         0.925403         0.916168
             0.61             0.85              451              464               40               45         0.918534         0.909274         0.915000         0.079365         0.909274         0.913880
             0.61             0.86              440              471               33               56         0.930233         0.887097         0.911000         0.065476         0.887097         0.908153
             0.61             0.87              428              483               21               68         0.953229         0.862903         0.911000         0.041667         0.862903         0.905820
             0.61             0.88              414              490               14               82         0.967290         0.834677         0.904000         0.027778         0.834677         0.896104
             0.61             0.89              407              494               10               89         0.976019         0.820565         0.901000         0.019841         0.820565         0.891566
             0.61             0.90              386              496                8              110         0.979695         0.778226         0.882000         0.015873         0.778226         0.867416
             0.61             0.91              369              499                5              127         0.986631         0.743952         0.868000         0.009921         0.743952         0.848276
             0.61             0.92              349              502                2              147         0.994302         0.703629         0.851000         0.003968         0.703629         0.824085
             0.61             0.93              325              502                2              171         0.993884         0.655242         0.827000         0.003968         0.655242         0.789793
             0.61             0.94              306              502                2              190         0.993506         0.616935         0.808000         0.003968         0.616935         0.761194
             0.61             0.95              277              502                2              219         0.992832         0.558468         0.779000         0.003968         0.558468         0.714839
             0.61             0.96              251              503                1              245         0.996032         0.506048         0.754000         0.001984         0.506048         0.671123
             0.61             0.97              222              504                0              274         1.000000         0.447581         0.726000         0.000000         0.447581         0.618384
             0.61             0.98              192              504                0              304         1.000000         0.387097         0.696000         0.000000         0.387097         0.558140
             0.61             0.99              150              504                0              346         1.000000         0.302419         0.654000         0.000000         0.302419         0.464396
             0.62             0.00              496                0              504                0         0.496000         1.000000         0.496000         1.000000         1.000000         0.663102
             0.62             0.01              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.02              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.03              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.04              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.05              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.06              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.07              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.08              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.09              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.10              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.11              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.12              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.13              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.14              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.15              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.16              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.17              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.18              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.19              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.20              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.21              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.22              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.23              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.24              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.25              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.26              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.27              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.28              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.29              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.30              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.31              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.32              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.33              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.34              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.35              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.36              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.37              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.38              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.39              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.40              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.41              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.42              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.43              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.44              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.45              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.46              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.47              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.48              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.49              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.50              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.51              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.52              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.53              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.54              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.55              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.56              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.57              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.58              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.59              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.60              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.61              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.62              487              243              261                9         0.651070         0.981855         0.730000         0.517857         0.981855         0.782958
             0.62             0.63              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.62             0.64              487              256              248                9         0.662585         0.981855         0.743000         0.492063         0.981855         0.791227
             0.62             0.65              487              261              243                9         0.667123         0.981855         0.748000         0.482143         0.981855         0.794454
             0.62             0.66              487              264              240                9         0.669876         0.981855         0.751000         0.476190         0.981855         0.796402
             0.62             0.67              487              276              228                9         0.681119         0.981855         0.763000         0.452381         0.981855         0.804294
             0.62             0.68              487              280              224                9         0.684951         0.981855         0.767000         0.444444         0.981855         0.806959
             0.62             0.69              487              288              216                9         0.692745         0.981855         0.775000         0.428571         0.981855         0.812344
             0.62             0.70              486              294              210               10         0.698276         0.979839         0.780000         0.416667         0.979839         0.815436
             0.62             0.71              485              304              200               11         0.708029         0.977823         0.789000         0.396825         0.977823         0.821338
             0.62             0.72              485              318              186               11         0.722802         0.977823         0.803000         0.369048         0.977823         0.831191
             0.62             0.73              485              326              178               11         0.731523         0.977823         0.811000         0.353175         0.977823         0.836928
             0.62             0.74              485              332              172               11         0.738204         0.977823         0.817000         0.341270         0.977823         0.841284
             0.62             0.75              483              349              155               13         0.757053         0.973790         0.832000         0.307540         0.973790         0.851852
             0.62             0.76              482              358              146               14         0.767516         0.971774         0.840000         0.289683         0.971774         0.857651
             0.62             0.77              481              373              131               15         0.785948         0.969758         0.854000         0.259921         0.969758         0.868231
             0.62             0.78              480              390              114               16         0.808081         0.967742         0.870000         0.226190         0.967742         0.880734
             0.62             0.79              478              405               99               18         0.828423         0.963710         0.883000         0.196429         0.963710         0.890960
             0.62             0.80              477              418               86               19         0.847247         0.961694         0.895000         0.170635         0.961694         0.900850
             0.62             0.81              473              429               75               23         0.863139         0.953629         0.902000         0.148810         0.953629         0.906130
             0.62             0.82              470              439               65               26         0.878505         0.947581         0.909000         0.128968         0.947581         0.911736
             0.62             0.83              468              451               53               28         0.898273         0.943548         0.919000         0.105159         0.943548         0.920354
             0.62             0.84              462              456               48               34         0.905882         0.931452         0.918000         0.095238         0.931452         0.918489
             0.62             0.85              456              464               40               40         0.919355         0.919355         0.920000         0.079365         0.919355         0.919355
             0.62             0.86              442              471               33               54         0.930526         0.891129         0.913000         0.065476         0.891129         0.910402
             0.62             0.87              430              483               21               66         0.953437         0.866935         0.913000         0.041667         0.866935         0.908131
             0.62             0.88              422              489               15               74         0.965675         0.850806         0.911000         0.029762         0.850806         0.904609
             0.62             0.89              409              493               11               87         0.973810         0.824597         0.902000         0.021825         0.824597         0.893013
             0.62             0.90              394              496                8              102         0.980100         0.794355         0.890000         0.015873         0.794355         0.877506
             0.62             0.91              375              499                5              121         0.986842         0.756048         0.874000         0.009921         0.756048         0.856164
             0.62             0.92              352              502                2              144         0.994350         0.709677         0.854000         0.003968         0.709677         0.828235
             0.62             0.93              329              502                2              167         0.993958         0.663306         0.831000         0.003968         0.663306         0.795647
             0.62             0.94              310              502                2              186         0.993590         0.625000         0.812000         0.003968         0.625000         0.767327
             0.62             0.95              281              502                2              215         0.992933         0.566532         0.783000         0.003968         0.566532         0.721438
             0.62             0.96              252              503                1              244         0.996047         0.508065         0.755000         0.001984         0.508065         0.672897
             0.62             0.97              223              504                0              273         1.000000         0.449597         0.727000         0.000000         0.449597         0.620306
             0.62             0.98              192              504                0              304         1.000000         0.387097         0.696000         0.000000         0.387097         0.558140
             0.62             0.99              150              504                0              346         1.000000         0.302419         0.654000         0.000000         0.302419         0.464396
             0.63             0.00              496                0              504                0         0.496000         1.000000         0.496000         1.000000         1.000000         0.663102
             0.63             0.01              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.02              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.03              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.04              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.05              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.06              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.07              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.08              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.09              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.10              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.11              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.12              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.13              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.14              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.15              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.16              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.17              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.18              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.19              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.20              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.21              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.22              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.23              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.24              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
             0.63             0.25              487              248              256                9         0.655451         0.981855         0.735000         0.507937         0.981855         0.786118
